,code,capacity_per_k,longitude,latitude
6982,01101,5.492821889965985,141.32077,43.04557
6983,01101,5.214704325917073,141.313889,43.041489
6984,01101,3.9631752876969757,141.351166,43.048534
6985,01101,3.615528332635838,141.377945,43.067467
6986,01101,3.476469550611383,141.303162,43.040977
6987,01101,1.9468229483423745,141.336975,43.037724
6988,01101,1.6687053842934634,141.342178,43.051327
6989,01101,1.6687053842934634,141.335144,43.032005
6990,01101,1.4253525157506666,141.343338,43.03101
6991,01101,1.3558231247384391,141.33905,43.02663
6992,01101,1.0429408651834147,141.321472,43.041077
6993,01102,3.423470182898627,141.348312,43.08131
6994,01102,2.674586080389552,141.352936,43.157307
6995,01102,2.674586080389552,141.352936,43.157307
6996,01102,2.487365054762283,141.338821,43.111572
6997,01102,1.6582433698415224,141.356125,43.164845
6998,01102,1.2303095969791937,141.277618,43.125233
6999,01102,0.8023758241168656,141.374695,43.156506
7000,01102,0.561663076881806,141.34343,43.090126
7001,01103,2.6625885492232744,141.378464,43.104038
7002,01103,2.2692516044516546,141.394867,43.104309
7003,01103,2.2692516044516546,141.386017,43.089886
7004,01103,1.2707808984929265,141.393738,43.083225
7005,01103,1.2102675223742156,141.409821,43.103996
7006,01103,1.2102675223742156,141.397385,43.070854
7007,01103,1.1497541462555048,141.392654,43.094219
7008,01103,0.6959038253651739,141.386307,43.095684
7009,01104,3.785831570776348,141.382156,43.049339
7010,01104,3.785831570776348,141.382156,43.049339
7011,01104,3.710114939360821,141.397614,43.067101
7012,01104,2.7257987309589704,141.429581,43.039066
7013,01104,2.7257987309589704,141.427399,43.03791
7014,01104,2.650082099543444,141.422226,43.042065
7015,01104,2.5365071524201532,141.402344,43.044968
7016,01104,2.120065679634755,141.436325,43.044247
7017,01104,2.044349048219228,141.40834,43.058468
7018,01104,0.5678747356164522,141.409866,43.052036
7019,01105,5.549452314145894,141.404968,43.014557
7020,01105,3.849932542938714,141.422913,43.027454
7021,01105,3.468407696341184,141.418686,43.024864
7022,01105,3.0868828497436533,141.395035,43.032829
7023,01105,2.5319376183290645,141.387054,43.033585
7024,01105,1.734203848170592,141.381989,42.996777
7025,01105,1.734203848170592,141.38974,43.018314
7026,01105,1.4220471554998855,141.396957,43.014015
7027,01105,0.7977337701584724,141.391953,43.032722
7028,01106,8.204314213513928,141.350494,42.992722
7029,01106,7.827585499628085,141.279144,42.960854
7030,01106,6.236953152110079,141.332031,42.968304
7031,01106,4.185874598731597,141.339615,42.959301
7032,01106,2.8463947271374854,141.351318,42.983639
7033,01106,2.17665479134043,141.335098,43.002113
7034,01106,1.5487736015306908,141.34938,42.980751
7035,01107,12.361716037119109,141.312836,43.078579
7036,01107,3.667761901123252,141.259903,43.062157
7037,01107,2.682899909154971,141.272186,43.098137
7038,01107,2.682899909154971,141.272186,43.098137
7039,01107,2.037645500624029,141.272278,43.066425
7040,01107,2.037645500624029,141.294281,43.074291
7041,01107,1.290508817061885,141.257553,43.071659
7042,01107,1.0188227503120144,141.304916,43.097408
7043,01107,0.916940475280813,141.27916,43.07774
7044,01108,4.180229749456168,141.460892,43.035213
7045,01108,3.3240381140253867,141.457642,43.023621
7046,01108,3.3240381140253867,141.457642,43.023621
7047,01108,3.1729454724787773,141.489182,43.048717
7048,01108,2.5685749062923433,141.48291,43.048512
7049,01108,2.5182106924434744,141.458618,43.055832
7050,01108,2.4174822647457357,141.49025,43.051403
7051,01108,1.6116548431638236,141.477524,43.025108
